movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,genre
"[0, 1, 16]",118,Twister (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0117998/?ref_=fn_al_tt_1,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",6.4,187K,['Jan de Bont'],"['Michael Crichton', 'Anne-Marie Martin']","['Helen Hunt', 'Bill Paxton', 'Cary Elwes', 'Jami Gertz', 'Philip Seymour Hoffman', 'Lois Smith', 'Alan Ruck', 'Sean Whalen', 'Scott Thomson', 'Todd Field', 'Joey Slotnick', 'Wendle Josepher', 'Jeremy Davies', 'Zach Grenier', 'Gregory Sporleder', 'Patrick Fischler', 'Nicholas Sadler', 'Ben Weber']",PG-13,1996,1h 53min,[]
"[5, 7, 16]",332,Kiss the Girls (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MWE1ZDYtNjNkYS00YjZmLWJkZjctOTYzYTVjMDFiN2M5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119468/?ref_=fn_al_tt_1,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,6.6,70K,['Gary Fleder'],"['James Patterson', 'David Klass']","['Morgan Freeman', 'Ashley Judd', 'Cary Elwes', 'Alex McArthur', 'Tony Goldwyn', 'Jay O. Sanders', 'Bill Nunn', 'Brian Cox', 'Richard T. Jones', 'Roma Maffia', 'Jeremy Piven', 'Gina Ravera', 'William Converse-Roberts', 'Helen Martin', 'Tatyana Ali', 'Mena Suvari', 'Heidi Schanz', 'Rick Warner']",R,1997,1h 55min,[]
"[5, 16]",754,Red Corner (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@..jpg,http://www.imdb.com/title/tt0119994/?ref_=fn_al_tt_1,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",6.3,17K,['Jon Avnet'],['Robert King'],"['Richard Gere', 'Bai Ling', 'Bradley Whitford', 'Byron Mann', 'Peter Donat', 'Robert Stanton', 'Tsai Chin', 'James Hong', 'Tzi Ma', 'Ulrich Matschoss', 'Richard Venture', 'Jessey Meng', 'Roger Yuan', 'Chi Yu Li', 'Henry O', 'Jia Yao Li', 'Yukun Lu', 'Robert Lin']",R,1997,2h 2min,[]
"[3, 4]",929,Harriet the Spy (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNDVhOTVhZjUtNzEwMC00YmU0LTk4MTctMWFhNTRlMjc2YzI1XkEyXkFqcGdeQXVyNTM5NzI0NDY@..jpg,http://www.imdb.com/title/tt0116493/?ref_=fn_al_tt_1,Harriet M. Welsch is a spy. But when her friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,5.9,10K,['Bronwen Hughes'],"['Louise Fitzhugh', 'Greg Taylor', 'Julie Talen']","['Michelle Trachtenberg', ""Rosie O'Donnell"", 'Gregory Smith', 'Vanessa Chester', 'J. Smith-Cameron', 'Robert Joy', 'Eartha Kitt', 'Charlotte Sullivan', 'Teisha Kim', 'Cecilley Carroll', 'Dov Tiefenbach', 'Nina Shock', 'Conor Devitt', 'Alisha Morrison', 'Nancy Beatty', 'Don Francks', 'Eugene Lipinski', 'Gerry Quigley']",PG,1996,1h 40min,[]
"[9, 13]",484,"Maltese Falcon, The (1941)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@..jpg,http://www.imdb.com/title/tt0033870/?ref_=fn_al_tt_1,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",8.0,154K,['John Huston'],"['John Huston', 'Dashiell Hammett']","['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre', 'Barton MacLane', 'Lee Patrick', 'Sydney Greenstreet', 'Ward Bond', 'Jerome Cowan', 'Elisha Cook Jr.', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper']",Passed,1941,1h 40min,[]
[4],998,Cabin Boy (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMjk3OTczNF5BMl5BanBnXkFtZTYwNjM4Mjg5..jpg,http://www.imdb.com/title/tt0109361/?ref_=fn_al_tt_1,A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.,5.3,8.5K,['Adam Resnick'],"['Chris Elliott', 'Adam Resnick']","['Chris Elliott', 'Ritch Brinkley', 'James Gammon', 'Brian Doyle-Murray', 'Brion James', 'Melora Walters', 'I.M. Hobson', 'Alex Nevil', 'David Henry Sterry', 'Bob Elliott', 'Edward Flotard', 'Jim Cummings', 'David Letterman', 'Ann Magnuson', 'Russ Tamblyn', 'Ricki Lake', 'Mike Starr', 'Andy Richter']",PG-13,1994,1h 20min,[]
"[0, 13, 16]",350,Fallen (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q1OGI4ZGQtMzc3OS00YzIyLThhNWQtYWUxODc3NzU0YWQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119099/?ref_=fn_al_tt_1,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.",7.0,79K,['Gregory Hoblit'],['Nicholas Kazan'],"['Denzel Washington', 'John Goodman', 'Donald Sutherland', 'Embeth Davidtz', 'James Gandolfini', 'Elias Koteas', 'Gabriel Casseus', 'Michael J. Pagan', 'Robert Joy', 'Frank Medrano', 'Ronn Munro', 'Cynthia Hayden', 'Ray Xifo', 'Tony Michael Donnelly', 'Tara Carnes', 'Reno Wilson', 'Wendy Cutler', 'Aida Turturro']",R,1998,2h 4min,[]
[4],1337,Larger Than Life (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BODM0NzY3NjcyM15BMl5BanBnXkFtZTcwODYzNzA2NA@@..jpg,http://www.imdb.com/title/tt0116823/?ref_=fn_al_tt_1,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,5.6,7.2K,['Howard Franklin'],"['Roy Blount Jr.', 'Pen Densham', 'Garry Williams']","['Bill Murray', 'Matthew McConaughey', 'Jerry Adler', 'Richard Alan Baker', 'Richie Allan', 'Kimberly Thornton', 'Anita Gillette', 'Maureen Mueller', 'Jeremy Piven', 'Alex Neiwerth', 'Alfa-Betty Olsen', 'Carrie Houk', 'Harve Presnell', 'Tai', 'Earl Billings', 'Jeannine Hutchings', 'Roy Blount Jr.', 'Teddy Couch']",PG,1996,1h 33min,[]
"[7, 14]",1545,Frankie Starlight (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@..jpg,http://www.imdb.com/title/tt0113107/?ref_=fn_al_tt_1,"A writer with dwarfism shares the story of his unconventional, though not altogether bad, upbringing as his mother struggled to raise him in the mid 20th century, with the help of a surrogate father.",6.6,885,['Michael Lindsay-Hogg'],"[""Ronan O'Leary"", 'Chet Raymo']","['Matt Dillon', 'Anne Parillaud', 'Gabriel Byrne', 'Corban Walker', 'Niall Toibin', 'Owen Roe', 'Alan Devine', 'Edward Naessens', 'Laurent Mellet', 'Ulrich Funke', 'Guy Verame', 'Christine Keane', 'Victoria Begeja', 'Julian Negulesco', 'Jean-Claude Frissung', 'Corine Blue', 'Dearbhla Molloy', 'Georgina Cates']",R,1995,1h 41min,[]
[7],1558,Aparajito (1956),https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1NjI2OTM4N15BMl5BanBnXkFtZTgwMzQ2MzkwNzE@..jpg,http://www.imdb.com/title/tt0048956/?ref_=fn_al_tt_1,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",8.3,13K,['Satyajit Ray'],"['Bibhutibhushan Bandyopadhyay', 'Satyajit Ray', 'Kanailal Basu']","['Pinaki Sengupta', 'Smaran Ghosal', 'Kamala Adhikari', 'Lalchand Banerjee', 'Kali Bannerjee', 'Kanu Bannerjee', 'Karuna Bannerjee', 'Panchanan Bhattacharya', 'Debabrata Chakraborty', 'Harendrakumar Chakravarti', 'Hemanta Chatterjee', 'Meenakshi Devi', 'Subodh Ganguli', 'Charuprakash Ghosh', 'Santi Gupta', 'Ajay Mitra', 'Anil Mukherjee', 'Shibnarayan Nag']",Not Rated,1956,1h 50min,[]
[7],1524,Kaspar Hauser (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDU3NTcxNF5BMl5BanBnXkFtZTYwMDY0Nzg4..jpg,http://www.imdb.com/title/tt0110246/?ref_=fn_al_tt_1,"Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without light, social contacts and education for more than ten years. As teenager he came to public again. First he had to learn a language and other basic skills. Before Kaspar Hauser, meanwhile well educated, found out his real idendity, he was killed.",6.9,475,['Peter Sehr'],['Peter Sehr'],"['André Eisermann', 'Udo Samel', 'Jeremy Clyde', 'Katharina Thalbach', 'Cécile Paoli', 'Hansa Czypionka', 'Hermann Beyer', 'Dieter Mann', 'Johannes Silberschneider', 'Peter Lohmeyer', 'Tilo Nest', 'Dieter Laser', 'Uwe Ochsenknecht', 'Anja Schiller', 'Gerd Lohmeyer', 'Franz Baumgartner', 'Valerie Vail', 'Jan Skvor']",,1993,2h 19min,[]
[7],950,Georgia (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0113158/?ref_=fn_al_tt_1,Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,6.6,3K,['Ulu Grosbard'],['Barbara Turner'],"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine', 'Max Perlich', 'John Doe', 'John C. Reilly', 'Jimmy Witherspoon', 'Jason Carter', 'Tom Bower', 'Smokey Hormel', 'Jimmy Z.', 'Tony Marsico', 'Jamian Briar', 'Rachel Rasco', 'Nicole Donahoo', 'Aisleagh Jackson', ""Colleen O'Hara"", 'Bruce Wirth']",R,1995,1h 55min,[]
[7],1317,"Journey of August King, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMWNkM2U1MTMtZTA4NC00OGE4LThmMzgtNWQzYWU4OTU1Y2YwXkEyXkFqcGdeQXVyMjUyNDk2ODc@..jpg,http://www.imdb.com/title/tt0113490/?ref_=fn_al_tt_1,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need for the coming year. On his journey, he comes upon a run-away slave, a 17 year old young woman and August King must decide to violate the law and help this slave to freedom or leave her to be hunted down and,ultimately, returned to her slave owner. But the drama turns into a question of whether either soul will gain freedom.",6.5,977,['John Duigan'],['John Ehle'],"['Jason Patric', 'Thandiwe Newton', 'Larry Drake', 'Sam Waterston', 'Sarah-Jane Wylde', 'Eric Mabius', 'Muse Watson', 'John Doman', 'Andy Stahl', 'Danny Nelson', 'Collin Wilcox Paxton', 'Dean Rader-Duval', 'Billy Ray Reynolds', 'Marlus Harding', 'Lisa Roberts Gillan', 'John Burnett Hall', 'Roy Bush Laughter', 'A. Duncan Shirley III']",PG-13,1995,1h 31min,[]
"[9, 16]",657,"Manchurian Candidate, The (1962)",https://images-na.ssl-images-amazon.com/images/M/MV5BZDU2YjA4MmItODk0OS00OTllLWFmNzUtMTg2ZmM3YWYzOGFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0368008/?ref_=fn_al_tt_1,"In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",6.6,108K,['Jonathan Demme'],"['Richard Condon', 'George Axelrod', 'Daniel Pyne']","['Denzel Washington', 'Liev Schreiber', 'Meryl Streep', 'Kimberly Elise', 'Jeffrey Wright', 'Pablo Schreiber', 'Anthony Mackie', 'Dorian Missick', 'Jose Pablo Cantillo', 'Teddy Dunn', 'Joaquin Perez-Campbell', 'Tim Artz', 'Robyn Hitchcock', 'Antoine Taylor', 'Joe Alessi', 'Raymond Anthony Thomas', 'Bill Irwin', 'Al Franken']",R,2004,2h 9min,[]
[4],1605,Love Serenade (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNDMxNTU2M15BMl5BanBnXkFtZTcwNjg0MDgyMQ@@..jpg,http://www.imdb.com/title/tt0116930/?ref_=fn_al_tt_1,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door find him attractive: awkward Dimity, only 20, who works in a Chinese restaurant with few patrons, and perky Vicki-Ann, a hairdresser with a hope chest who invents a happy future with Sherry based on little but his arrival. First Dimity then Vicki-Ann spend the night with Ken, one concluding he's her boy friend, the other her fiance. Then Dimity begins to smell something fishy.",6.8,1.5K,['Shirley Barrett'],['Shirley Barrett'],"['Miranda Otto', 'Rebecca Frith', 'George Shevtsov', 'John Alansu', 'Jessica Napier', 'Jill McWilliam', 'Ryan Jackson', 'Sabrina Norris']",R,1996,1h 41min,[]
"[3, 7]",726,Fluke (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BODM0ZTQ2ZGYtNmNlMi00OGU3LTgyMjQtYmVlOGNlYWQ2Y2Y3L2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@..jpg,http://www.imdb.com/title/tt0113089/?ref_=fn_al_tt_1,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",6.7,6.8K,['Carlo Carlei'],"['James Herbert', 'Carlo Carlei', 'James Carrington']","['Matthew Modine', 'Nancy Travis', 'Samuel L. Jackson', 'Eric Stoltz', 'Max Pomeranc', 'Ron Perlman', 'Jon Polito', 'Bill Cobbs', 'Collin Wilcox Paxton', 'Federico Pacifici', 'Clarinda Ross', 'Adrian Roberts', 'Bart Hansard', 'Deborah Hobart', 'Libby Whittemore', 'Dominique Milton', 'Mary Ann Hagan', 'Yolanda King']",PG,1995,1h 36min,[]
"[13, 16]",1020,Gaslight (1944),https://images-na.ssl-images-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0036855/?ref_=fn_al_tt_1,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.",7.8,27K,['George Cukor'],"['John Van Druten', 'Walter Reisch', 'John L. Balderston']","['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten', 'May Whitty', 'Angela Lansbury', 'Barbara Everest', 'Emil Rameau', 'Edmund Breon', 'Halliwell Hobbes', 'Tom Stevenson', 'Heather Thatcher', 'Lawrence Grossmith', 'Jakob Gimpel', 'Harry Adams', 'Lassie Lou Ahern', 'John Ardizoni', 'Frank Baker', 'Wilson Benge']",Passed,1944,1h 54min,[]
"[1, 3]",812,Andre (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxYTA3NzktYjlhYy00N2NlLTg0YjQtNzA1MTFkODhlODEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109120/?ref_=fn_al_tt_1,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",5.7,6.7K,['George Miller'],"['Harry Goodridge', 'Lew Dietz', 'Dana Baratta']","['Tina Majorino', 'Keith Carradine', 'Chelsea Field', 'Shane Meier', 'Aidan Pendleton', 'Shirley Broderick', 'Andrea Libman', 'Keith Szarabajka', 'Joshua Jackson', 'Jay Brazeau', 'Bill Dow', 'Joy Coghill', 'Stephen Dimopoulos', 'Frank C. Turner', 'Kristian Ayre', 'Gregory Smith', 'Ric Reid', 'Duncan Fraser']",PG,1994,1h 34min,[]
[4],864,My Fellow Americans (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BZTNmYTdmOTAtMjYzMS00YjAzLTg1ZTUtNDk3ZWVjYWEwNjFjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0117119/?ref_=fn_al_tt_1,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",6.5,15K,['Peter Segal'],"['E. Jack Kaplan', 'Richard Chapman', 'Peter Tolan']","['Jack Lemmon', 'James Garner', 'Dan Aykroyd', 'John Heard', 'Wilford Brimley', 'Lauren Bacall', 'Sela Ward', 'Everett McGill', 'Bradley Whitford', 'James Rebhorn', 'Esther Rolle', 'Conchata Ferrell', 'Jack Kehler', 'Connie Ray', 'Tom Everett', 'Mark Lowenthal', 'Jeff Yagher', 'Edwin Newman']",PG-13,1996,1h 41min,[]
"[5, 7, 9]",642,"Grifters, The (1990)",https://images-na.ssl-images-amazon.com/images/M/MV5BMjNiYzg3OTUtYTQ2Mi00OTAwLWI4OGMtZGNkNDhmZDU4ZGRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@..jpg,http://www.imdb.com/title/tt0099703/?ref_=fn_al_tt_1,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",6.9,27K,['Stephen Frears'],"['Jim Thompson', 'Donald E. Westlake']","['Anjelica Huston', 'John Cusack', 'Annette Bening', 'Jan Munroe', 'Robert Weems', 'Stephen Tobolowsky', 'Jimmy Noonan', 'Richard Holden', 'Henry Jones', 'Michael Laskin', 'Eddie Jones', 'Sandy Baron', 'Lou Hancock', 'Gailard Sartain', 'Noelle Harling', 'Ivette Soler', 'Pat Hingle', 'Paul Adelstein']",R,1990,1h 50min,[]
[7],61,Three Colors: White (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BNTliYTI1YTctMTE0Mi00NDM0LThjZDgtYmY3NGNiODBjZjAwXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0111507/?ref_=fn_al_tt_1,"After his wife divorces him, a Polish immigrant plots to get even with her.",7.6,70K,['Krzysztof Kieslowski'],"['Krzysztof Kieslowski', 'Krzysztof Piesiewicz', 'Agnieszka Holland']","['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr', 'Aleksander Bardini', 'Grzegorz Warchol', 'Cezary Harasimowicz', 'Jerzy Nowak', 'Jerzy Trela', 'Cezary Pazura', 'Michel Lisowski', 'Philippe Morier-Genoud', 'Piotr Machalica', 'Francis Coffinet', 'Barbara Dziekan', 'Yannick Evely', 'Marzena Trybala', 'Jacques Disses']",R,1994,1h 32min,[]
[7],508,"People vs. Larry Flynt, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjA3OTY2Nl5BMl5BanBnXkFtZTgwMjAyNjQxMTE@..jpg,http://www.imdb.com/title/tt0117318/?ref_=fn_al_tt_1,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",7.3,91K,['Milos Forman'],"['Scott Alexander', 'Larry Karaszewski']","['Woody Harrelson', 'Courtney Love', 'Edward Norton', 'Brett Harrelson', 'Donna Hanover', 'James Cromwell', 'Crispin Glover', 'Vincent Schiavelli', 'Miles Chapin', 'James Carville', 'Richard Paul', 'Burt Neuborne', 'Jan Tríska', 'Cody Block', 'Ryan Post', 'Robert Davis', 'Kacky Walton', 'John Ryan']",R,1996,2h 10min,[]
"[7, 16]",939,Murder in the First (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNjQyZGI3MWUtZGY5Ny00ZDFjLThjNzItYTI3ZTNhODJhNGVkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0113870/?ref_=fn_al_tt_1,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,7.3,28K,['Marc Rocco'],['Dan Gordon'],"['Christian Slater', 'Kevin Bacon', 'Gary Oldman', 'Embeth Davidtz', 'William H. Macy', 'Stephen Tobolowsky', 'Brad Dourif', 'R. Lee Ermey', 'Mia Kirshner', 'Ben Slack', 'Stefan Gierasch', 'Kyra Sedgwick', 'Alex Bookston', 'Richie Allan', 'Herb Ritts', 'Charles Boswell', 'David Michael Sterling', 'Michael Melvin']",R,1995,2h 2min,[]
[7],1530,Jefferson in Paris (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZjQzOTI3ZjgtNjU1OS00YTNjLTg0OGYtNTgwYjAzZWI3OWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,http://www.imdb.com/title/tt0113463/?ref_=fn_al_tt_1,Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with her resulting in kids.,5.7,3K,['James Ivory'],['Ruth Prawer Jhabvala'],"['Nick Nolte', 'Greta Scacchi', 'Gwyneth Paltrow', 'Estelle Eonnet', 'Thandiwe Newton', 'Seth Gilliam', 'Todd Boyce', 'Nigel Whitmey', 'Nicolas Silberg', 'Catherine Samie', 'Lionel Robert', 'Stanislas Carré de Malberg', 'Jean Rupert', 'Yvette Petit', 'Paolo Mantini', 'Frédéric van den Driessche', 'Humbert Balsan', 'Nichel Rois']",PG-13,1995,2h 19min,[]
"[4, 7]",1626,Nobody Loves Me (Keiner liebt mich) (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@..jpg,http://www.imdb.com/title/tt0110251/?ref_=fn_al_tt_1,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a black, gay self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",7.2,1.2K,['Doris Dörrie'],['Doris Dörrie'],"['Maria Schrader', 'Pierre Sanoussi-Bliss', 'Michael von Au', 'Elisabeth Trissenaar', 'Ingo Naujoks', 'Joachim Król', 'Peggy Parnass', 'Lorose Keller', 'Anya Hoffmann', 'Erwin Grosche', 'Roland Kabelitz', 'Steffen Gräbner', 'Oliver Nägele', 'Ute Maria Lerner', 'Laura Medinger', 'Stefan Gebelhoff', 'Birgit Stein', 'Gruschenka Stevens']",,1994,1h 44min,[]
"[1, 7]",924,White Squall (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BZjlmMDcwMWUtODBlZi00MmJkLThiODAtY2NkOGQxMTExZDU3L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@..jpg,http://www.imdb.com/title/tt0118158/?ref_=fn_al_tt_1,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,6.6,23K,['Ridley Scott'],"['Charles Gieg Jr.', 'Felix Sutton', 'Todd Robinson']","['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'David Lascher', 'Eric Michael Cole', 'Jason Marsden', 'David Selby', 'Julio Oscar Mechoso', 'Zeljko Ivanek', 'Balthazar Getty', 'Ethan Embry', 'Jordan Clarke', 'Lizbeth Mackay', 'Jill Larson', 'James Medina']",PG-13,1996,2h 9min,[]
"[2, 3, 12]",596,"Hunchback of Notre Dame, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BNzMxMDc4OGItODBiZi00NjYyLThiMzctMzQwZjgzYWE0MzQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg,http://www.imdb.com/title/tt0116583/?ref_=fn_al_tt_1,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",7.0,149K,"['Gary Trousdale', 'Kirk Wise']","['Tab Murphy', 'Victor Hugo', 'Irene Mecchi']","['Demi Moore', 'Jason Alexander', 'Mary Kay Bergman', 'Corey Burton', 'Jim Cummings', 'Bill Fagerbakke', 'Tom Hulce', 'Tony Jay', 'Paul Kandel', 'Charles Kimbrough', 'Kevin Kline', 'Heidi Mollenhauer', 'Patrick Pinney', 'Gary Trousdale', 'David Ogden Stiers', 'Frank Welker', 'Mary Wickes', 'Jane Withers']",G,1996,1h 31min,[]
[7],753,Burnt By the Sun (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ5MDUwNDMyOV5BMl5BanBnXkFtZTcwOTQyMTAwMQ@@..jpg,http://www.imdb.com/title/tt0111579/?ref_=fn_al_tt_1,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running.",7.9,15K,['Nikita Mikhalkov'],"['Nikita Mikhalkov', 'Rustam Ibragimbekov']","['Nikita Mikhalkov', 'Ingeborga Dapkunaite', 'Oleg Menshikov', 'Nadezhda Mikhalkova', 'Vyacheslav Tikhonov', 'Svetlana Kryuchkova', 'Vladimir Ilin', 'Alla Kazanskaya', 'Nina Arkhipova', 'Avangard Leontev', 'André Oumansky', 'Inna Ulyanova', 'Lyubov Rudneva', 'Vladimir Ryabov', 'Vladimir Belousov', 'Aleksey Pokatilov', 'Evgeniy Mironov', 'Tamara Akopova']",R,1994,2h 15min,[]
[7],1677,Sweet Nothing (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTYzNzM4NF5BMl5BanBnXkFtZTcwNjk1NjEyMQ@@..jpg,http://www.imdb.com/title/tt0114592/?ref_=fn_al_tt_1,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",6.0,556,['Gary Winick'],['Lee Drysdale'],"['Michael Imperioli', 'Mira Sorvino', 'Joyce Phillips', 'Paul Calderon', 'Lisa Louise Langford', 'Sean Marquette', 'Raymond McRinna', 'Patrick Breen', 'Maria Tucci', 'Claire Imperioli', 'Dan Imperioli', 'Ford Sorvino', 'Chris Marquette', 'Michelle Casey', 'Carlos Yensi', 'Brian Tarantina', 'Jean-Claude La Marre', 'Bruce Smolanoff']",R,1995,1h 29min,[]
