movie_genres,movie_id,movie_title,poster_url,movie_url
[7],867,"Whole Wide World, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTFkZmQ5OWEtNjFmMC00ZTI2LWE0ZWUtN2VhOWE1MzdiOGJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@..jpg,http://www.imdb.com/title/tt6173150/?ref_=fn_al_tt_1
[1 3],1503,Gold Diggers: The Secret of Bear Mountain (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMDhkYTk3Y2ItNTdiZS00NTIwLTgwNTMtODVmMmIwMjMwZGYxXkEyXkFqcGdeQXVyNjgzMjI4ODE@..jpg,http://www.imdb.com/title/tt0113188/?ref_=fn_al_tt_1
[ 7 14],1173,Bliss (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTgzNTY2Ml5BMl5BanBnXkFtZTcwMTc0MDgxMQ@@..jpg,http://www.imdb.com/title/tt0118742/?ref_=fn_al_tt_1
[ 0  7 18],515,"Boot, Das (1981)",https://images-na.ssl-images-amazon.com/images/M/MV5BNGRmOWY0MGUtNTVhMy00NzRlLTljNDAtNTBiNTRlODgxNmY2XkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0082096/?ref_=fn_al_tt_1
[7],19,Antonia's Line (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@..jpg,http://www.imdb.com/title/tt0112379/?ref_=fn_al_tt_1
[ 2  3 12],420,Alice in Wonderland (1951),https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMjM2NTAxMF5BMl5BanBnXkFtZTgwNjU1NDc2MTE@..jpg,http://www.imdb.com/title/tt0043274/?ref_=fn_al_tt_1
[8],1576,"Hungarian Fairy Tale, A (1987)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NjE0Nzg3NF5BMl5BanBnXkFtZTcwMjA4MzkxMQ@@..jpg,http://www.imdb.com/title/tt0093199/?ref_=fn_al_tt_1
[7],1543,Johns (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTU3NTc4MV5BMl5BanBnXkFtZTcwMjgyNDAzMQ@@..jpg,http://www.imdb.com/title/tt0116714/?ref_=fn_al_tt_1
[7],985,Blood & Wine (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTFkZmQ5OWEtNjFmMC00ZTI2LWE0ZWUtN2VhOWE1MzdiOGJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@..jpg,http://www.imdb.com/title/tt6173172/?ref_=fn_al_tt_1
[4],1349,Mille bolle blu (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BNzYxNzgyODE1NF5BMl5BanBnXkFtZTcwMTgyODYxMQ@@..jpg,http://www.imdb.com/title/tt0107575/?ref_=fn_al_tt_1
[7],1310,"Walk in the Sun, A (1945)",https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ1OGRhMTItYjUxOC00OGE0LTlmNDMtZmJhN2EwYTdhNmE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0038235/?ref_=fn_al_tt_1
[12],1459,Madame Butterfly (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTU2MDQzNV5BMl5BanBnXkFtZTcwNTQ4NDkxMQ@@..jpg,http://www.imdb.com/title/tt0113731/?ref_=fn_al_tt_1
[7],503,"Candidate, The (1972)",https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxMjY5ZWItYTRkNC00MGIxLTk0MzMtZTZhMDg0MGY2ZWU5XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0068334/?ref_=fn_al_tt_1
[4],497,Bringing Up Baby (1938),https://images-na.ssl-images-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0029947/?ref_=fn_al_tt_1
[7],1107,Beyond Rangoon (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODgxMTA1NV5BMl5BanBnXkFtZTcwNzg0MTgyMQ@@..jpg,http://www.imdb.com/title/tt0112495/?ref_=fn_al_tt_1
[0 1 8],472,Dragonheart (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MjEzODczMF5BMl5BanBnXkFtZTYwODUwMzA5..jpg,http://www.imdb.com/title/tt0116136/?ref_=fn_al_tt_1
[ 7 14],421,William Shakespeare's Romeo and Juliet (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMmYyY2NjYmQtNDU5NS00MmZjLTliYjAtYTNiNzI1ODdmYTVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0117509/?ref_=fn_al_tt_1
[4],1404,Withnail and I (1987),https://images-na.ssl-images-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,http://www.imdb.com/title/tt0094336/?ref_=fn_al_tt_1
[0 5 7],806,Menace II Society (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BNTFlMDg2MGEtODk2My00MGNhLThkMDAtY2Y5OWNlM2FkNjQ1XkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,http://www.imdb.com/title/tt0107554/?ref_=fn_al_tt_1
[4],585,Son in Law (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BZWY1YWUwNjQtMDk2Zi00MDJiLWIzMDAtNzAyNjJiYTFlMGI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0108186/?ref_=fn_al_tt_1
[ 0  7 16],1556,Condition Red (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzA2Nzk0MV5BMl5BanBnXkFtZTcwODAyMTgyMQ@@..jpg,http://www.imdb.com/title/tt0112712/?ref_=fn_al_tt_1
[6],1084,Anne Frank Remembered (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyOTkxMzA5N15BMl5BanBnXkFtZTcwNjU3MTUyMQ@@..jpg,http://www.imdb.com/title/tt0112373/?ref_=fn_al_tt_1
[14],1580,Liebelei (1933),https://images-na.ssl-images-amazon.com/images/M/MV5BNjA3NDQ2MDQ3OV5BMl5BanBnXkFtZTgwNjk2OTgzMjE@..jpg,http://www.imdb.com/title/tt0024252/?ref_=fn_al_tt_1
[0 1 5],576,Cliffhanger (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5YmFjMjctYThkOS00MTQyLThjZmMtOWIyYzk2ZjU0ODkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0106582/?ref_=fn_al_tt_1
[1 3],1279,Wild America (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNDkxOTY0NTg0Ml5BMl5BanBnXkFtZTcwMjkwMzEyMQ@@..jpg,http://www.imdb.com/title/tt0120512/?ref_=fn_al_tt_1
[ 4  5 13 16],902,"Big Lebowski, The (1998)",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0118715/?ref_=fn_al_tt_1
[4],780,Dumb & Dumber (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109686/?ref_=fn_al_tt_1
[ 7 14],306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BNDEyOGMxNjgtOGYzMi00NWUxLTg2NjgtOGQxNDBiYTFlYjI4XkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0119280/?ref_=fn_al_tt_1
[ 7 14],1406,When Night Is Falling (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNmZmNzc3ZWYtNTI2ZS00NWFlLWFkMWMtMGUxN2UxZjljZTY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@..jpg,http://www.imdb.com/title/tt0114916/?ref_=fn_al_tt_1
[0 1],266,Kull the Conqueror (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MzU5MjMyNF5BMl5BanBnXkFtZTYwOTUzMjc4..jpg,http://www.imdb.com/title/tt0119484/?ref_=fn_al_tt_1
[ 0 10],234,Jaws (1975),https://images-na.ssl-images-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0073195/?ref_=fn_al_tt_1
[7],909,Dangerous Beauty (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTYyNDMzMV5BMl5BanBnXkFtZTYwODgzOTE5..jpg,http://www.imdb.com/title/tt0118892/?ref_=fn_al_tt_1
[ 4 12],965,Funny Face (1957),https://images-na.ssl-images-amazon.com/images/M/MV5BYzJkZmY2MGUtNjdlMy00ODVmLTliZjEtNTFjZGRhNTY0MWI1XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0050419/?ref_=fn_al_tt_1
[ 0  7 16],28,Apollo 13 (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0112384/?ref_=fn_al_tt_1
[1 3 7],35,Free Willy 2: The Adventure Home (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZWY3OWY3MjUtN2E3NS00M2RkLWI5MWUtMmI4MjQ0MjFmZjM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0113114/?ref_=fn_al_tt_1
[ 9 13],525,"Big Sleep, The (1946)",https://images-na.ssl-images-amazon.com/images/M/MV5BNDM2OTM0MjUtOTQ4Yy00MmY3LThhM2UtOWFlYjkxNTgwZDcyXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0038355/?ref_=fn_al_tt_1
[13],1581,"Woman in Question, The (1950)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzAxOTcyOV5BMl5BanBnXkFtZTcwNTEwNDcxMQ@@..jpg,http://www.imdb.com/title/tt0043140/?ref_=fn_al_tt_1
[ 1 15],919,"City of Lost Children, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0112682/?ref_=fn_al_tt_1
[ 2  3  4 12],95,Aladdin (1992),https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,http://www.imdb.com/title/tt0103639/?ref_=fn_al_tt_1
[4],1254,Gone Fishin' (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BZmFlMWMwYmUtMGEwNS00ZWVlLTlkNjctYTQ4NWUxMTIxOTg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119214/?ref_=fn_al_tt_1
[7],366,Dangerous Minds (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0112792/?ref_=fn_al_tt_1
[0],27,Bad Boys (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0112442/?ref_=fn_al_tt_1
[4],1567,Careful (1992),https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2Mjk4MTEzN15BMl5BanBnXkFtZTgwNTExNTkwMzE@..jpg,http://www.imdb.com/title/tt0103926/?ref_=fn_al_tt_1
[7],1443,8 Seconds (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMzE4MjczOTc2MF5BMl5BanBnXkFtZTcwNDMxNTYyMQ@@..jpg,http://www.imdb.com/title/tt0109021/?ref_=fn_al_tt_1
[ 9 15 16],691,Dark City (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0118929/?ref_=fn_al_tt_1
[7],1009,Stealing Beauty (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BZDgwMWU1ZTctYzkxMi00NDVmLThkZWYtYWEyYmQ0N2NmZWY5XkEyXkFqcGdeQXVyMTE2OTg4Mjg@..jpg,http://www.imdb.com/title/tt0117737/?ref_=fn_al_tt_1
[7],1343,Lotto Land (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMDUxMTQyNl5BMl5BanBnXkFtZTgwMzIwNDgwMzE@..jpg,http://www.imdb.com/title/tt0113695/?ref_=fn_al_tt_1
[7],1564,To Cross the Rubicon (1991),https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjE5NjYzMF5BMl5BanBnXkFtZTcwMTQ1NjAwMQ@@..jpg,http://www.imdb.com/title/tt0103095/?ref_=fn_al_tt_1
[4 7],236,Citizen Ruth (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1ZDkxNGEtNWUwZS00MGEwLWEwNDctZjNkNjE3NDcxZGEwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@..jpg,http://www.imdb.com/title/tt0115906/?ref_=fn_al_tt_1
[7],1144,"Quiet Room, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMTYzNzk1OV5BMl5BanBnXkFtZTcwMDU0NDQzMQ@@..jpg,http://www.imdb.com/title/tt0117422/?ref_=fn_al_tt_1
[4],1234,Chairman of the Board (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@..jpg,http://www.imdb.com/title/tt0118836/?ref_=fn_al_tt_1
[4 7],1614,"Reluctant Debutante, The (1958)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTk5MzU0OV5BMl5BanBnXkFtZTYwMjE0OTg5..jpg,http://www.imdb.com/title/tt0052126/?ref_=fn_al_tt_1
[4],801,"Air Up There, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,http://www.imdb.com/title/tt0109067/?ref_=fn_al_tt_1
[ 0 15 16],916,Lost in Space (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNzEyNTgyN15BMl5BanBnXkFtZTcwODk4NTU0Mg@@..jpg,http://www.imdb.com/title/tt0120738/?ref_=fn_al_tt_1
[6],1629,Nico Icon (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@..jpg,http://www.imdb.com/title/tt0113973/?ref_=fn_al_tt_1
[5 7],1505,Killer: A Journal of Murder (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1OTcxMTYzN15BMl5BanBnXkFtZTcwMjYwNDAyMQ@@..jpg,http://www.imdb.com/title/tt0113542/?ref_=fn_al_tt_1
[16],773,Mute Witness (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjczODAyOV5BMl5BanBnXkFtZTcwNDA5NjQyMQ@@..jpg,http://www.imdb.com/title/tt0110604/?ref_=fn_al_tt_1
[4],1570,Quartier Mozart (1992),https://images-na.ssl-images-amazon.com/images/M/MV5BNWFjNWFiMGItN2I1ZS00NWRiLTlkODMtOWZhYjFkNjdlZmM4XkEyXkFqcGdeQXVyMzU0NzkwMDg@..jpg,http://www.imdb.com/title/tt0105201/?ref_=fn_al_tt_1
[ 7 14],1441,Moonlight and Valentino (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,http://www.imdb.com/title/tt0113851/?ref_=fn_al_tt_1
[6],1022,"Fast, Cheap & Out of Control (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTQ4OTg3NF5BMl5BanBnXkFtZTcwNzE3NDIyMQ@@..jpg,http://www.imdb.com/title/tt0119107/?ref_=fn_al_tt_1
[14],872,Love Jones (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NjYxMDczNV5BMl5BanBnXkFtZTcwODAwODAyMQ@@..jpg,http://www.imdb.com/title/tt0119572/?ref_=fn_al_tt_1
[10],439,Amityville: A New Generation (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4NTg1NTY4NF5BMl5BanBnXkFtZTcwMjAzMjEzMQ@@..jpg,http://www.imdb.com/title/tt0106262/?ref_=fn_al_tt_1
[4 7],1627,"Wife, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MDU5MTI5OF5BMl5BanBnXkFtZTcwMzkxODUyMQ@@..jpg,http://www.imdb.com/title/tt0112126/?ref_=fn_al_tt_1
[10 16],895,Scream 2 (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0120082/?ref_=fn_al_tt_1
[4],1080,Celestial Clockwork (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BODgwMThjYjEtNGRjMi00ZmFiLTg1ODEtZDZmNDRlMTM2OTM1XkEyXkFqcGdeQXVyMzY2MDk0MTk@..jpg,http://www.imdb.com/title/tt0109485/?ref_=fn_al_tt_1
[ 5 10 13 16],307,"Devil's Advocate, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@..jpg,http://www.imdb.com/title/tt0118971/?ref_=fn_al_tt_1
[ 4 14],580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NjQ4Nzc3NF5BMl5BanBnXkFtZTcwNjg1NzUxMQ@@..jpg,http://www.imdb.com/title/tt0112966/?ref_=fn_al_tt_1
[10],669,Body Parts (1991),https://images-na.ssl-images-amazon.com/images/M/MV5BNTBiY2FhNzgtODI5NC00MTEzLTg1MzEtNmZhNzAyYWFlMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0101492/?ref_=fn_al_tt_1
[2 3],969,Winnie the Pooh and the Blustery Day (1968),https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4Nzg4Njk4MV5BMl5BanBnXkFtZTYwNDIxMDY5..jpg,http://www.imdb.com/title/tt0063819/?ref_=fn_al_tt_1
[1 3 7],457,Free Willy 3: The Rescue (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2ZmNkZDYtZjE2MC00ZmY0LWI5YjctMTI3NDcxMTNiMDIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119152/?ref_=fn_al_tt_1
[ 4  7 14],1100,What Happened Was... (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTY0NTY5OF5BMl5BanBnXkFtZTcwOTIzODEzMQ@@..jpg,http://www.imdb.com/title/tt0111689/?ref_=fn_al_tt_1
[7],1214,In the Realm of the Senses (Ai no corrida) (1976),https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0074102/?ref_=fn_al_tt_1
[ 7 18],199,"Bridge on the River Kwai, The (1957)",https://images-na.ssl-images-amazon.com/images/M/MV5BMzBjNDMxMDEtZjE3OC00YjAyLWJjZjgtOTYzY2E1MzZjNGMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0050212/?ref_=fn_al_tt_1
[10 16],834,Halloween: The Curse of Michael Myers (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ3MjgzMWMtMjJhMy00MmVjLTllMzMtMWVjMmMxNTIzNWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0113253/?ref_=fn_al_tt_1
[7],1193,Before the Rain (Pred dozhdot) (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MzAwMzc1N15BMl5BanBnXkFtZTcwMjA4NjA3MQ@@..jpg,http://www.imdb.com/title/tt0110882/?ref_=fn_al_tt_1
[ 5  9 16],823,Mulholland Falls (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@..jpg,http://www.imdb.com/title/tt0117107/?ref_=fn_al_tt_1
[ 0 15 16],976,Solo (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNzI1NDIyMDc1Ml5BMl5BanBnXkFtZTcwNjU2ODMyMQ@@..jpg,http://www.imdb.com/title/tt0117688/?ref_=fn_al_tt_1
[7],1053,Now and Then (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@..jpg,http://www.imdb.com/title/tt0114011/?ref_=fn_al_tt_1
[ 0  1  4 15],257,Men in Black (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0119654/?ref_=fn_al_tt_1
[4],845,That Thing You Do! (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOWVmN2ZhZjgtZGEzMy00NDkxLWI5YWQtYTE2ZTk0YzIyMzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0117887/?ref_=fn_al_tt_1
[10],448,"Omen, The (1976)",https://images-na.ssl-images-amazon.com/images/M/MV5BOTdmOTJkNTktZWE0Yy00YmIyLWFmOTYtZjgxM2VlMTQ4YzlmXkEyXkFqcGdeQXVyNTA4NzY1MzY@..jpg,http://www.imdb.com/title/tt0075005/?ref_=fn_al_tt_1
[ 0  7 14],1483,"Man in the Iron Mask, The (1998)",https://images-na.ssl-images-amazon.com/images/M/MV5BZjM2YzcxMmQtOTc2Mi00YjdhLWFlZjUtNmFmMDQzYzU2YTk5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0120744/?ref_=fn_al_tt_1
[4],1500,Santa with Muscles (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTBkNmZhZGUtMzkyNi00ZThhLTg1YmQtMzUyNjA3MzA3MTAxXkEyXkFqcGdeQXVyNjA3OTI5MjA@..jpg,http://www.imdb.com/title/tt0117550/?ref_=fn_al_tt_1
[4 6],1649,"Big One, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDgzNTMyNF5BMl5BanBnXkFtZTcwODM3NTYyMQ@@..jpg,http://www.imdb.com/title/tt0124295/?ref_=fn_al_tt_1
[7],617,"Blue Angel, The (Blaue Engel, Der) (1930)",https://images-na.ssl-images-amazon.com/images/M/MV5BNDkyMjgzMDU2Ml5BMl5BanBnXkFtZTgwMzg0MTE1MjE@..jpg,http://www.imdb.com/title/tt0020697/?ref_=fn_al_tt_1
[ 4 12],1298,"Band Wagon, The (1953)",https://images-na.ssl-images-amazon.com/images/M/MV5BNGUxZmJkZTgtMmI1Ny00Mzg3LWFlY2QtMjNkM2QwZGVhYTQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0045537/?ref_=fn_al_tt_1
[10 15],616,Night of the Living Dead (1968),https://images-na.ssl-images-amazon.com/images/M/MV5BMjRjZjE3OGUtYzIyYy00NGRkLTliYTUtYmI1ZjQ3YmZjYTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0063350/?ref_=fn_al_tt_1
[7],1112,Cobb (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMzg5YzgwMjgtOWFiYy00YmEyLWJlY2EtZjg5YWQwOTlkMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109450/?ref_=fn_al_tt_1
[ 4 14],49,I.Q. (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0110099/?ref_=fn_al_tt_1
[ 4 14],836,Ninotchka (1939),https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@..jpg,http://www.imdb.com/title/tt0031725/?ref_=fn_al_tt_1
[5 7],1122,They Made Me a Criminal (1939),https://images-na.ssl-images-amazon.com/images/M/MV5BZjIwZGQ3OWItMzBlOC00NzQ4LTlmYzUtYjc2NTdhYjk5MTJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,http://www.imdb.com/title/tt0032022/?ref_=fn_al_tt_1
[ 4 14],1487,Even Cowgirls Get the Blues (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMjY3MDY4Ml5BMl5BanBnXkFtZTcwMjY2MzcyMQ@@..jpg,http://www.imdb.com/title/tt0106834/?ref_=fn_al_tt_1
[7],287,Marvin's Room (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0116999/?ref_=fn_al_tt_1
[6],1482,"Gate of Heavenly Peace, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ5ZmEwMDEtZTUxMi00NTQyLTgyNmEtODc4ZjIwZWI5YjY1XkEyXkFqcGdeQXVyNDc3MTk3Njg@..jpg,http://www.imdb.com/title/tt0113147/?ref_=fn_al_tt_1
